lbl.foreignExchange.Active;Active;en
lbl.fundTransfer.Active;Active;en
lbl.general.Active;Active;en
lbl.general.value.Active;Active;en
lbl.interestRate.Active;Active;en
lbl.bench.Active;Active;en
lbl.chemistry.Active;Active;en
lbl.workbench.Active;Active;en
lbl.general.active;Active;en
lbl.loadingNote.Active;Active;en
lbl.payment.Active;Active;en
lbl.portfolio.Active;Active;en
lbl.portfolioToPortfolioTransfer.Active;Active;en
lbl.posCommision.Active;Active;en
lbl.priceItem.Active;Active;en
lbl.printTemplates.Active;Active;en
lbl.product.Active;Active;en
lbl.productCategory.Active;Active;en
lbl.productTransfer.Active;Active;en
lbl.productTxnReport.Active;Active;en
lbl.productVirement.Active;Active;en
lbl.promissoryToBankPayroll.Active;Active;en
lbl.promissoryToContactPayroll.Active;Active;en
lbl.province.Active;Active;en
lbl.purchaseInvoice.Active;Active;en
lbl.purchaseOrder.Active;Active;en
lbl.purchaseShipment.Active;Active;en
lbl.repo.Active;Active;en
lbl.saleInvoice.Active;Active;en
lbl.saleOrder.Active;Active;en
lbl.saleShipment.Active;Active;en
lbl.service.Active;Active;en
lbl.serviceCategory.Active;Active;en
lbl.tax.Active;Active;en
lbl.transportInvoice.Active;Active;en
lbl.transportShipment.Active;Active;en
lbl.transportType.Active;Active;en
lbl.unit.Active;Active;en
lbl.user.Active;Active;en
lbl.vehicle.Active;Active;en
lbl.vehicleDocument.Active;Active;en
lbl.warehouse.Active;Active;en
lbl.contactAddress.ActiveAddress;Active Address;en
lbl.general.ActiveOrPassive;Active Or Passive;en
lbl.contact.ActivePersonnel;Active Personnel;en
lbl.general.Activity;Activity;en
lbl.object.activity;Activity;en
lbl.account.action.Add;Add;en
lbl.accountCreditNote.action.Add;Add;en
lbl.accountToBankTransfer.action.Add;Add;en
lbl.Add;Add;en
lbl.advance.action.Add;Add;en
lbl.bank.action.Add;Add;en
lbl.bankAccount.action.Add;Add;en
lbl.bankBranch.action.Add;Add;en
lbl.bankCard.action.Add;Add;en
lbl.bankToAccountTransfer.action.Add;Add;en
lbl.bankToBankTransfer.action.Add;Add;en
lbl.bankToContactTransfer.action.Add;Add;en
lbl.bondPurchase.action.Add;Add;en
lbl.bondSale.action.Add;Add;en
lbl.chemistry.action.Add;Add;en
lbl.cheque.action.Add;Add;en
lbl.chequeCollectedAtBankPayroll.action.Add;Add;en
lbl.chequeFromContactPayroll.action.Add;Add;en
lbl.chequeStub.action.Add;Add;en
lbl.chequeToAccountCollectionPayroll.action.Add;Add;en
lbl.chequeToAccountPaymentPayroll.action.Add;Add;en
lbl.chequeToBankAssurancePayroll.action.Add;Add;en
lbl.Bank;Ngân hàng;vi
lbl.chequeToBankPaymentPayroll.action.Add;Add;en
lbl.chequeToBankPayroll.action.Add;Add;en
lbl.chequeToContactPayroll.action.Add;Add;en
lbl.city.action.Add;Add;en
lbl.collection.action.Add;Add;en
lbl.contact.action.Add;Add;en
lbl.contact.authorityDocument.Add;Add;en
lbl.contactCategory.action.Add;Add;en
lbl.contactDocument.action.Add;Add;en
lbl.contactToBankTransfer.action.Add;Add;en
lbl.corporation.action.Add;Add;en
lbl.countNoteDefinition.action.Add;Add;en
lbl.country.action.Add;Add;en
lbl.currency.action.Add;Add;en
lbl.currencyPair.action.Add;Add;en
lbl.debitCreditNoteCollection.action.Add;Add;en
lbl.debitCreditNotePayment.action.Add;Add;en
lbl.debitCreditVirement.action.Add;Add;en
lbl.selectbox.Add;Add;en
lbl.department.action.Add;Add;en
lbl.depositAccount.action.Add;Add;en
lbl.depreciation.action.Add;Add;en
lbl.discount.action.Add;Add;en
lbl.discountAddition.action.Add;Add;en
lbl.employee.action.Add;Add;en
lbl.expense.action.Add;Add;en
lbl.expenseAddition.action.Add;Add;en
lbl.expenseNote.action.Add;Add;en
lbl.firmDocument.action.Add;Add;en
lbl.fixedAsset.action.Add;Add;en
lbl.followUp.action.Add;Add;en
lbl.foreignExchange.action.Add;Add;en
lbl.foundation.action.Add;Add;en
lbl.fundTransfer.action.Add;Add;en
lbl.general.button.Add;Add;en
lbl.general.Add;Add;en
lbl.interestInfo.Add;Add;en
lbl.interestRate.action.Add;Add;en
lbl.bench.action.Add;Add;en
lbl.chemistryOrder.action.Add;Add;en
lbl.workbench.action.Add;Add;en
lbl.loadingNote.action.Add;Add;en
lbl.organization.action.Add;Add;en
lbl.payment.action.Add;Add;en
lbl.paymentActionType.action.Add;Add;en
lbl.paymentCommision.Add;Add;en
lbl.paymentCommission.action.Add;Add;en
lbl.paymentContract.action.Add;Add;en
lbl.paymentPlan.action.Add;Add;en
lbl.portfolio.action.Add;Add;en
lbl.portfolioToPortfolioTransfer.action.Add;Add;en
lbl.pos.action.Add;Add;en
lbl.posCommision.action.Add;Add;en
lbl.priceList.action.Add;Add;en
lbl.printTemplates.action.Add;Add;en
lbl.product.action.Add;Add;en
lbl.productCategory.action.Add;Add;en
lbl.productGroup.action.Add;Add;en
lbl.productTransfer.action.Add;Add;en
lbl.productVirement.action.Add;Add;en
lbl.promissoryCollectedAtBankPayroll.action.Add;Add;en
lbl.promissoryCollectionAtBankPayroll.action.Add;Add;en
lbl.promissoryFromContactPayroll.action.Add;Add;en
lbl.promissoryToAccountCollectionPayroll.action.Add;Add;en
lbl.promissoryToAccountPaymentPayroll.action.Add;Add;en
lbl.promissoryToBankAssurancePayroll.action.Add;Add;en
lbl.promissoryToBankPaymentPayroll.action.Add;Add;en
lbl.promissoryToBankPayroll.action.Add;Add;en
lbl.promissoryToContactPayroll.action.Add;Add;en
lbl.province.action.Add;Add;en
lbl.purchaseInvoice.action.Add;Add;en
lbl.purchaseOrder.action.Add;Add;en
lbl.purchasePriceItem.action.Add;Add;en
lbl.purchaseShipment.action.Add;Add;en
lbl.repo.action.Add;Add;en
lbl.retailSaleInvoice.action.Add;Add;en
lbl.returnExpenseNote.action.Add;Add;en
lbl.role.action.Add;Add;en
lbl.saleInvoice.action.Add;Add;en
lbl.saleOrder.action.Add;Add;en
lbl.salePriceItem.action.Add;Add;en
lbl.saleProformaInvoice.action.Add;Add;en
lbl.saleShipment.action.Add;Add;en
lbl.security.action.Add;Add;en
lbl.service.action.Add;Add;en
lbl.serviceCategory.action.Add;Add;en
lbl.tax.action.Add;Add;en
lbl.taxReturnType.action.Add;Add;en
lbl.tender.action.Add;Add;en
lbl.transportInvoice.action.Add;Add;en
lbl.transportInvoiceShipment.action.Add;Add;en
lbl.transportShipment.action.Add;Add;en
lbl.transportType.action.Add;Add;en
lbl.unit.action.Add;Add;en
lbl.user.action.Add;Add;en
lbl.vehicle.action.Add;Add;en
lbl.warehouse.action.Add;Add;en
lbl.general.addAll;Add All;en
lbl.AddAnItem;Add An Item;en
lbl.corporation.AddChild;Add Child;en
lbl.organization.AddChildOrganization;Add Child Organization;en
lbl.general.Added;Added;en
lbl.general.addGroups;Add Groups;en
lbl.paymentContract.AddingAmount;Adding Amount;en
lbl.expenseNote.AddInvoiceExpenses;Add Invoice Expenses;en
lbl.docmatch.AddNewMatch;Add New Match;en
lbl.dashboard.AddNewTab;Add New Tab;en
lbl.menu.addOns;Add Ons;en
lbl.general.AddOrder;Add Order;en
lbl.purchaseInvoice.action.AddProductItem;Add Product Item;en
lbl.saleInvoice.action.AddProductItem;Add Product Item;en
lbl.purchaseInvoice.action.AddPurchaseReturnInvoice;Add Purchase Return Invoice;en
lbl.Address;Address;en
lbl.address.Address;Address;en
lbl.bankBranch.Address;Address;en
lbl.contact.caption.Address;Address;en
lbl.contact.Address;Address;en
lbl.foundation.Address;Address;en
lbl.general.Address;Address;en
lbl.optionEditor.company.Address;Address;en
lbl.contact.caption.Address1;Address1;en
lbl.contact.caption.Address2;Address2;en
lbl.contact.Addresses;Addresses;en
lbl.contact.addressHint;Address Hint;en
lbl.documentAdd.docType.AddressIssue;Address Issue;en
lbl.general.AddressList;Address List;en
lbl.contactAddress.AddressPlace;Address Place;en
lbl.contact.AddressType;Address Type;en
lbl.contactAddress.AddressTypeHasNotSelected;Address Type Has Not Selected;en
lbl.admin.addRole;Add Role;en
lbl.saleInvoice.action.AddSaleReturnInvoice;Add Sale Return Invoice;en
lbl.purchaseInvoice.action.AddServiceItem;Add Service Item;en
lbl.saleInvoice.action.AddServiceItem;Add Service Item;en
lbl.purchaseInvoice.action.AddShipmentInvoice;Add Shipment Invoice;en
lbl.saleInvoice.action.AddShipmentInvoice;Add Shipment Invoice;en
lbl.purchaseInvoice.action.AddShipmentItem;Add Shipment Item;en
lbl.saleInvoice.action.AddShipmentItem;Add Shipment Item;en
lbl.general.addSkils;Add Skils;en
lbl.countNote.AddUncountedItems;Add Uncounted Items;en
lbl.admin.addUser;Add User;en
lbl.menu.main.Admin;Admin;en
lbl.module.caption.Admin;Admin;en
lbl.permission.admin;Admin;en
lbl.permission.Admin;Admin;en
lbl.menu.administrator;Administrator;en
lbl.optionEditor.company.Adress;Adress;en
lbl.transportDelivery.Adress;Adress;en
lbl.general.Advance;Advance;en
lbl.menu.accountBank.new.Advance;Advance;en
lbl.module.caption.Advance;Advance;en
lbl.paymentProcessType.Advance;Advance;en
lbl.permission.advance;Advance;en
lbl.module.caption.AdvanceBrowse;Advance Browse;en
lbl.advancedDemandForecasting;Advanced Demand Forecasting;en
lbl.advancedEDI;Advanced ED I;en
lbl.general.AdvancePerformed;Advance Performed;en
lbl.general.AdvanceReturn;Advance Return;en
lbl.module.caption.AdvanceReturn;Advance Return;en
lbl.paymentProcessType.AdvanceReturn;Advance Return;en
lbl.general.Adverse;Adverse;en
lbl.general.AdverseCode;Adverse Code;en
lbl.general.AdverseName;Adverse Name;en
lbl.tax.message.AfterEndDate;After End Date;en
lbl.retrospectiveDebtorContactReport.AfterHundredAndTwentyDayAmount;After Hundred And Twenty Day Amount;en
lbl.contact.type.Agent;Agent;en
lbl.optionEditor.organizationLevelOption.value.Agent;Agent;en
lbl.ams.alerts;Alerts;en
lbl.cheque.chequeType.All;All;en
lbl.contact.type.All;All;en
lbl.general.status.All;All;en
lbl.general.value.All;All;en
lbl.product.productType.All;All;en
lbl.security.type.All;All;en
lbl.vehicleBrowse.All;All;en
lbl.general.allowMailRedirect;Allow Mail Redirect;en
lbl.general.allowShowHisNameInBlogPosts;Allow Show His Name In Blog Posts;en
lbl.optionPane.caption.allstar;Allstar;en
lbl.accountStatusReport.Amount;Amount;en
lbl.accountTxnReport.Amount;Amount;en
lbl.Amount;Amount;en
lbl.bankStatusReport.Amount;Amount;en
lbl.bankToAccountTransfer.Amount;Amount;en
lbl.bankToContactTransfer.Amount;Amount;en
lbl.bankTxnReport.Amount;Amount;en
lbl.bondPurchase.Amount;Amount;en
lbl.bondSale.Amount;Amount;en
lbl.cheque.Amount;Amount;en
lbl.chequeToBankPayroll.cheque.Amount;Amount;en
lbl.chequeToBankPayroll.Amount;Amount;en
lbl.chequeToContactPayroll.cheque.Amount;Amount;en
lbl.collection.Amount;Amount;en
lbl.contactStatusReport.Amount;Amount;en
lbl.contactToBankTransfer.Amount;Amount;en
lbl.debitCreditNote.Amount;Amount;en
lbl.debitCreditVirement.Amount;Amount;en
lbl.depositAccount.Amount;Amount;en
lbl.expenseNote.Amount;Amount;en
lbl.financeTxnReport.Amount;Amount;en
lbl.foreignExchange.Amount;Amount;en
lbl.fundTransfer.Amount;Amount;en
lbl.general.Amount;Amount;en
lbl.chemistryOrder.Amount;Amount;en
lbl.payment.Amount;Amount;en
lbl.paymentPlan.calcType.Amount;Amount;en
lbl.productTxnReport.Amount;Amount;en
lbl.promissory.Amount;Amount;en
lbl.promissoryToBankPayroll.Amount;Amount;en
lbl.promissoryToBankPayroll.promissory.Amount;Amount;en
lbl.promissoryToContactPayroll.promissory.Amount;Amount;en
lbl.purchaseInvoice.Amount;Amount;en
lbl.purchaseOrder.Amount;Amount;en
lbl.purchaseShipment.Amount;Amount;en
lbl.repo.Amount;Amount;en
lbl.saleInvoice.Amount;Amount;en
lbl.saleOrder.Amount;Amount;en
lbl.saleShipment.Amount;Amount;en
lbl.tax.caption.Amount;Amount;en
lbl.tax.Amount;Amount;en
lbl.taxKind.Type.Amount;Amount;en
lbl.taxTxnReport.Amount;Amount;en
lbl.tenderDetail.Amount;Amount;en
lbl.transportInvoice.Amount;Amount;en
lbl.transportInvoice.transportShipments.Amount;Amount;en
lbl.transportShipment.Amount;Amount;en
lbl.general.AmountAndCost;Amount And Cost;en
lbl.tender.AmountBased;Amount Based;en
lbl.AmountDue;Amount Due;en
lbl.documentMatch.message.AmountIsBiggerThanInvoiceTotal;Amount Is Bigger Than Invoice Total;en
lbl.optionPane.caption.amountLimitationOptionPane;Amount Limitation Option Pane;en
lbl.module.caption.AmountLimitationSettings;Amount Limitation Settings;en
lbl.general.message.AmountMustBeGreaterThanZero;Amount Must Be Greater Than Zero;en
lbl.general.AmountOrRate;Amount Or Rate;en
lbl.product.AmountOrRate;Amount Or Rate;en
lbl.tax.AmountOrRate;Amount Or Rate;en
lbl.tenderDiscountOrExpense.AmountOrRate;Amount Or Rate;en
lbl.tenderDetail.AmountRate;Amount Rate;en
lbl.menu.report.Analysis;Analysis;en
lbl.menu.hbms.analysisReport;Analysis Report;en
lbl.menu.analytic;Analytic;en
lbl.and;And;en
lbl.object.annax;Annax;en
lbl.appellations;Appellations;en
lbl.menu.applicationAdministration;Application Administration;en
lbl.menu.applicationSettings;Application Settings;en
lbl.Apply;Apply;en
lbl.general.apply;Apply;en
lbl.dashlet.caption.appNewsDashlet;App News Dashlet;en
lbl.object.appointment;Appointment;en
lbl.user.ApprovalPolicy;Approval Policy;en
lbl.general.button.Approve;Approve;en
lbl.general.Approve;Approve;en
lbl.approve;Approve;en
lbl.general.approve;Approve;en
lbl.user.ApprovalPolicy.Approve;Approve;en
lbl.countNote.Approved;Approved;en
lbl.general.status.Approved;Approved;en
lbl.order.status.Approved;Approved;en
lbl.tender.status.Approved;Approved;en
lbl.general.ApproveDiscount;Approve Discount;en
lbl.April;April;en
lbl.mvp.archiveData;Archive Data;en
lbl.menu.hbms.areaManagement;Area Management;en
lbl.general.areYouSure;Are You Sure;en
lbl.saleInvoice.ArrangementDate;Arrangement Date;en
lbl.loadingNote.ArrivalCity;Arrival City;en
lbl.loadingNote.ArrivalCustoms;Arrival Customs;en
lbl.loadingNote.ArrivalDate;Arrival Date;en
lbl.loadingNote.transportShipments.ArrivalDate;Arrival Date;en
lbl.loadingNote.ArrivalProvince;Arrival Province;en
lbl.vehicle.Asia;Asia;en
lbl.currencyRateType.Ask;Ask;en
lbl.currencyRate.AskRate;Ask Rate;en
lbl.general.assignedGroups;Assigned Groups;en
lbl.general.assignedSkills;Assigned Skills;en
lbl.paymentCommision.AtFirstPeriod;At First Period;en
lbl.general.atHomeWorker;At Home Worker;en
lbl.AtLeastOneBillLineCreate;At Least One Bill Line Create;en
lbl.AtLeastOneBillLineUpdate;At Least One Bill Line Update;en
lbl.AtLeastOneDeliveryOrderLineCreate;At Least One Delivery Order Line Create;en
lbl.AtLeastOneDeliveryOrderLineUpdate;At Least One Delivery Order Line Update;en
lbl.AtLeastOneInvoiceLineCreate;At Least One Invoice Line Create;en
lbl.AtLeastOneInvoiceLineUpdate;At Least One Invoice Line Update;en
lbl.beanMessages.AtLeastOneItemRequired;At Least One Item Required;en
lbl.AtLeastOnePurchaseOrderLineCreate;At Least One Purchase Order Line Create;en
lbl.AtLeastOnePurchaseOrderLineUpdate;At Least One Purchase Order Line Update;en
lbl.AtLeastOneSalesOrderLineCreate;At Least One Sales Order Line Create;en
lbl.AtLeastOneSalesOrderLineUpdate;At Least One Sales Order Line Update;en
lbl.general.auditHistory;Audit History;en
lbl.August;August;en
lbl.home.AuthDocList;Auth Doc List;en
lbl.documentAdd.docType.AuthIssue;Auth Issue;en
lbl.object.authority;Authority;en
lbl.contactDocument.AuthorityDocument;Authority Document;en
lbl.firmDocument.AuthorityDocument;Authority Document;en
lbl.vehicleDocument.AuthorityDocument;Authority Document;en
lbl.contact.caption.AuthorityDocuments;Authority Documents;en
lbl.vehicle.AuthorityDocuments;Authority Documents;en
lbl.general.message.exception.AuthorizationException;Authorization Exception;en
lbl.account.AuthorizedPerson;Authorized Person;en
lbl.warehouse.AuthorizedPerson;Authorized Person;en
lbl.contact.AuthorizedPersonel;Authorized Personel;en
lbl.general.AuthorizedUser;Authorized User;en
lbl.menu.autoComplete;Auto Complete;en
lbl.automaticAllocation;Automatic Allocation;en
lbl.vehicle.Automobile;Automobile;en
lbl.Availability;Availability;en
lbl.Available;Available;en
lbl.interestInfo.AvailableCurrencies;Available Currencies;en
lbl.productStatusReport.AvailableToSale;Available To Sale;en
lbl.general.AveragePrice;Average Price;en
lbl.AverageUnitCost;Average Unit Cost;en
lbl.debtorContactReport.AvgRate;Avg Rate;en
lbl.payeeContactReport.AvgRate;Avg Rate;en
lbl.general.backEndFramework68Percent;Back End Framework68 Percent;en
lbl.module.admin.backupData;Backup Data;en
lbl.contactPhone.BadPhoneNumber;Bad Phone Number;en
lbl.Balance;Balance;en
lbl.contactStatusReport.Balance;Balance;en
lbl.productStatusReport.Balance;Balance;en
lbl.serviceStatusReport.Balance;Balance;en
lbl.Balancee;Balancee;en
lbl.Bank;Bank;en
lbl.bankAccount.Bank;Bank;en
lbl.bankBranch.Bank;Bank;en
lbl.bankStatusReport.Bank;Bank;en
lbl.bankToAccountTransfer.Bank;Bank;en
lbl.bankToContactTransfer.Bank;Bank;en
lbl.bankTxnReport.Bank;Bank;en
lbl.bondPurchase.Bank;Bank;en
lbl.bondSale.Bank;Bank;en
lbl.cheque.Bank;Bank;en
lbl.chequeBankCollection.Bank;Bank;en
lbl.chequePayment.Bank;Bank;en
lbl.chequeStub.Bank;Bank;en
lbl.chequeToBankPayroll.Bank;Bank;en
lbl.contact.type.Bank;Bank;en
lbl.contactToBankTransfer.Bank;Bank;en
lbl.depositAccount.Bank;Bank;en
lbl.expenseNote.Bank;Bank;en
lbl.foreignExchange.Bank;Bank;en
lbl.general.Bank;Bank;en
lbl.object.bank;Bank;en
lbl.menu.generalSettings.bank;Bank;en
lbl.menu.generalSettings.browse.Bank;Bank;en
lbl.menu.generalSettings.Bank;Bank;en
lbl.menu.report.Bank;Bank;en
lbl.module.caption.Bank;Bank;en
lbl.permission.bank;Bank;en
lbl.portfolio.Bank;Bank;en
lbl.posCommision.Bank;Bank;en
lbl.promissory.Bank;Bank;en
lbl.promissoryBankCollection.Bank;Bank;en
lbl.promissoryPayment.Bank;Bank;en
lbl.promissoryToBankPayroll.Bank;Bank;en
lbl.repo.Bank;Bank;en
lbl.bankStatusReport.BankAccount;Bank Account;en
lbl.bankToAccountTransfer.BankAccount;Bank Account;en
lbl.bankToContactTransfer.BankAccount;Bank Account;en
lbl.bankTxnReport.BankAccount;Bank Account;en
lbl.bondPurchase.BankAccount;Bank Account;en
lbl.bondSale.BankAccount;Bank Account;en
lbl.cheque.BankAccount;Bank Account;en
lbl.chequeBankCollection.BankAccount;Bank Account;en
lbl.chequePayment.BankAccount;Bank Account;en
lbl.chequeToBankPayroll.BankAccount;Bank Account;en
lbl.contactToBankTransfer.BankAccount;Bank Account;en
lbl.depositAccount.BankAccount;Bank Account;en
lbl.expenseNote.BankAccount;Bank Account;en
lbl.general.BankAccount;Bank Account;en
lbl.menu.generalSettings.browse.BankAccount;Bank Account;en
lbl.module.caption.BankAccount;Bank Account;en
lbl.permission.bankAccount;Bank Account;en
lbl.portfolio.BankAccount;Bank Account;en
lbl.posCommision.BankAccount;Bank Account;en
lbl.promissoryBankCollection.BankAccount;Bank Account;en
lbl.promissoryPayment.BankAccount;Bank Account;en
lbl.promissoryToBankPayroll.BankAccount;Bank Account;en
lbl.repo.BankAccount;Bank Account;en
lbl.bankaccount.BankAccountaccountNo;Bank Accountaccount No;en
lbl.selectbox.BankAccountAdd;Bank Account Add;en
lbl.bankaccount.BankAccountbankBranch;Bank Accountbank Branch;en
lbl.module.caption.BankAccountDefinition;Bank Account Definition;en
lbl.bankaccount.caption.BankAccountList;Bank Account List;en
lbl.contact.BankAccounts;Bank Accounts;en
lbl.cheque.status.BankaOdeme;Banka Odeme;en
lbl.cheque.status.BankaTahsilatta;Banka Tahsilatta;en
lbl.cheque.status.BankaTahsilEdildi;Banka Tahsil Edildi;en
lbl.cheque.status.BankaTeminat;Banka Teminat;en
lbl.cheque.status.BankaTeminati;Banka Teminati;en
lbl.bankAccount.BankBranch;Bank Branch;en
lbl.bankStatusReport.BankBranch;Bank Branch;en
lbl.bankToAccountTransfer.BankBranch;Bank Branch;en
lbl.bankToContactTransfer.BankBranch;Bank Branch;en
lbl.bankTxnReport.BankBranch;Bank Branch;en
lbl.bondPurchase.BankBranch;Bank Branch;en
lbl.bondSale.BankBranch;Bank Branch;en
lbl.chequeBankCollection.BankBranch;Bank Branch;en
lbl.chequePayment.BankBranch;Bank Branch;en
lbl.chequeToBankPayroll.BankBranch;Bank Branch;en
lbl.contactToBankTransfer.BankBranch;Bank Branch;en
lbl.depositAccount.BankBranch;Bank Branch;en
lbl.expenseNote.BankBranch;Bank Branch;en
lbl.foreignExchange.BankBranch;Bank Branch;en
lbl.general.BankBranch;Bank Branch;en
lbl.menu.generalSettings.browse.BankBranch;Bank Branch;en
lbl.module.caption.BankBranch;Bank Branch;en
lbl.optionEditor.organizationLevelOption.value.BankBranch;Bank Branch;en
lbl.permission.bankBranch;Bank Branch;en
lbl.portfolio.BankBranch;Bank Branch;en
lbl.posCommision.BankBranch;Bank Branch;en
lbl.promissoryBankCollection.BankBranch;Bank Branch;en
lbl.promissoryPayment.BankBranch;Bank Branch;en
lbl.promissoryToBankPayroll.BankBranch;Bank Branch;en
lbl.repo.BankBranch;Bank Branch;en
lbl.bankTxnReport.BankBranchAccount;Bank Branch Account;en
lbl.module.caption.BankBranchDefinition;Bank Branch Definition;en
lbl.general.BankCard;Bank Card;en
lbl.menu.generalSettings.browse.BankCard;Bank Card;en
lbl.module.caption.BankCard;Bank Card;en
lbl.permission.bankCard;Bank Card;en
lbl.bank.BankCode;Bank Code;en
lbl.menu.general.bankDefinition;Bank Definition;en
lbl.module.caption.BankDefinition;Bank Definition;en
lbl.permission.BankDefinitions;Bank Definitions;en
lbl.bankStatusReport.caption.BankList;Bank List;en
lbl.bankCard.BankName;Bank Name;en
lbl.contact.BankName;Bank Name;en
lbl.currencyRate.BankNoteBuying;Bank Note Buying;en
lbl.currencyRate.BankNoteSelling;Bank Note Selling;en
lbl.general.BankOfCard;Bank Of Card;en
lbl.menu.report.bank.BankStatusReport;Bank Status Report;en
lbl.module.caption.BankStatusReport;Bank Status Report;en
